,date,text_blob,vader_sentiment
0,2022-04-14 00:00:00+00:00,0.4444444444444444,-0.05555555555555555
1,2022-04-15 00:00:00+00:00,0.2125984251968504,0.031496062992125984
2,2022-04-16 00:00:00+00:00,0.19827586206896552,0.0
3,2022-04-17 00:00:00+00:00,0.3088235294117647,0.1642156862745098
4,2022-04-18 00:00:00+00:00,0.2711267605633803,0.03873239436619718
5,2022-04-19 00:00:00+00:00,0.22741433021806853,0.03115264797507788
6,2022-04-20 00:00:00+00:00,0.19413919413919414,0.08791208791208792
7,2022-04-21 00:00:00+00:00,0.16129032258064516,0.05161290322580645
8,2022-04-22 00:00:00+00:00,0.1700507614213198,0.0025380710659898475
9,2022-04-23 00:00:00+00:00,0.0625,0.0625
